addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"ул. Щукинская, д. 42",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.809469,37.464571,Банкомат ВТБ,,8 (800) 100-24-24,,379340,,,,https://www.vtb.ru/
"ул. Щукинская, д. 42",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.809469,37.464571,Банкомат ВТБ,,8 (800) 100-24-24,,379341,,,,https://www.vtb.ru/
"наб. Ушаковская, д. 3, корп. 1, стр. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.981798,30.314646,Банкомат ВТБ,,8 (800) 100-24-24,,379342,,,,https://www.vtb.ru/
"наб. Ушаковская, д. 3, корп. 1, стр. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.981798,30.314646,Банкомат ВТБ,,8 (800) 100-24-24,,379343,,,,https://www.vtb.ru/
"пр-кт Индустриальный, д. 26/24, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.947946,30.4739,Банкомат ВТБ,,8 (800) 100-24-24,,379344,,,,https://www.vtb.ru/
"ул. Авиатриссы Зверевой, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.554396,30.08943,Банкомат ВТБ,,8 (800) 100-24-24,,379345,,,,https://www.vtb.ru/
"ул. Авиатриссы Зверевой, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.554396,30.08943,Банкомат ВТБ,,8 (800) 100-24-24,,379346,,,,https://www.vtb.ru/
"пр-кт Московский, д. 220, корп. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.846739,30.322498,Банкомат ВТБ,,8 (800) 100-24-24,,379347,,,,https://www.vtb.ru/
"ул. Плющиха, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.74445,37.578585,Банкомат ВТБ,,8 (800) 100-24-24,,379348,,,,https://www.vtb.ru/
"пр-кт Индустриальный, д. 26/24, корп. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.947946,30.4739,Банкомат ВТБ,,8 (800) 100-24-24,,379351,,,,https://www.vtb.ru/
"ул. им Петрова, д. 51а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.870204,53.294171,Банкомат ВТБ,,8 (800) 100-24-24,,379352,,,,https://www.vtb.ru/
"ул. им Петрова, д. 51а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.870204,53.294171,Банкомат ВТБ,,8 (800) 100-24-24,,379353,,,,https://www.vtb.ru/
"ул. им Петрова, д. 51а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.870204,53.294171,Банкомат ВТБ,,8 (800) 100-24-24,,379354,,,,https://www.vtb.ru/
"пл. Комсомольская, д. 3/10, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.783286,37.652553,Банкомат ВТБ,,8 (800) 100-24-24,,379355,,,,https://www.vtb.ru/
"ш. Ленинградское, д. 16А, корп. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.821573,37.498725,Банкомат ВТБ,,8 (800) 100-24-24,,379356,,,,https://www.vtb.ru/
"ш. Ленинградское, д. 16А, стр. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.821573,37.498725,Банкомат ВТБ,,8 (800) 100-24-24,,379357,,,,https://www.vtb.ru/
"ул. Советская, 2Б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.011565,37.512541,Банкомат ВТБ,,8 (800) 100-24-24,,379359,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 129",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.154876,37.585646,Банкомат ВТБ,,8 (800) 100-24-24,,379360,,,,https://www.vtb.ru/
"ул. 7 Ноября, д. 11",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.952351,40.488813,Банкомат ВТБ,,8 (800) 100-24-24,,379362,,,,https://www.vtb.ru/
"наб. Реки Фонтанки, д. 203",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.91738,30.27786,Банкомат ВТБ,,8 (800) 100-24-24,,379363,,,,https://www.vtb.ru/
"ул. Ленина, домовлад. 175",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,45.135638,42.019892,Банкомат ВТБ,,8 (800) 100-24-24,,379366,,,,https://www.vtb.ru/
"ул. Ленина, домовлад. 175",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,45.135638,42.019892,Банкомат ВТБ,,8 (800) 100-24-24,,379367,,,,https://www.vtb.ru/
"пл. Ленина, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,43.354902,132.180878,Банкомат ВТБ,,8 (800) 100-24-24,,379368,,,,https://www.vtb.ru/
"ул. им Ю.А.Гагарина, д. 82",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.085018,61.547874,Банкомат ВТБ,,8 (800) 100-24-24,,379369,,,,https://www.vtb.ru/
"ул. им Ю.А.Гагарина, д. 82",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.085018,61.547874,Банкомат ВТБ,,8 (800) 100-24-24,,379370,,,,https://www.vtb.ru/
"проезд Воробьева, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.332408,48.049555,Банкомат ВТБ,,8 (800) 100-24-24,,379371,,,,https://www.vtb.ru/
"ул. Олега Кошевого, д. 11В",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.09763,47.730348,Банкомат ВТБ,,8 (800) 100-24-24,,379372,,,,https://www.vtb.ru/
"проезд Воробьева, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.332408,48.049555,Банкомат ВТБ,,8 (800) 100-24-24,,379373,,,,https://www.vtb.ru/
"проезд Воробьева, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.332408,48.049555,Банкомат ВТБ,,8 (800) 100-24-24,,379374,,,,https://www.vtb.ru/
"ул. Фёдора Абрамова, д. 4, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.070249,30.334876,Банкомат ВТБ,,8 (800) 100-24-24,,379378,,,,https://www.vtb.ru/
"ул. Фёдора Абрамова, д. 4, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.070249,30.334876,Банкомат ВТБ,,8 (800) 100-24-24,,379379,,,,https://www.vtb.ru/
"ул. Фёдора Абрамова, д. 4, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.070249,30.334876,Банкомат ВТБ,,8 (800) 100-24-24,,379380,,,,https://www.vtb.ru/
"ул. Фёдора Абрамова, д. 4, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.070249,30.334876,Банкомат ВТБ,,8 (800) 100-24-24,,379381,,,,https://www.vtb.ru/
"ул. им Тархова С.Ф., д. 41/1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.609386,46.015212,Банкомат ВТБ,,8 (800) 100-24-24,,379382,,,,https://www.vtb.ru/
"ул. им Тархова С.Ф., д. 41/1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.609386,46.015212,Банкомат ВТБ,,8 (800) 100-24-24,,379383,,,,https://www.vtb.ru/
"ул. им Тархова С.Ф., д. 41/1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.609386,46.015212,Банкомат ВТБ,,8 (800) 100-24-24,,379384,,,,https://www.vtb.ru/
"ул. им Тархова С.Ф., д. 41/1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.609386,46.015212,Банкомат ВТБ,,8 (800) 100-24-24,,379385,,,,https://www.vtb.ru/
"ул. 9 Января, д. 233/35",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.681553,39.123796,Банкомат ВТБ,,8 (800) 100-24-24,,379386,,,,https://www.vtb.ru/
"ул. 9 Января, д. 233/35",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.681553,39.123796,Банкомат ВТБ,,8 (800) 100-24-24,,379388,,,,https://www.vtb.ru/
"ул. 9 Января, д. 233/35",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.681553,39.123796,Банкомат ВТБ,,8 (800) 100-24-24,,379389,,,,https://www.vtb.ru/
"пр-кт Новгородский, д. 10, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.806821,30.369282,Банкомат ВТБ,,8 (800) 100-24-24,,379390,,,,https://www.vtb.ru/
"пр-кт Новгородский, д. 10, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.806821,30.369282,Банкомат ВТБ,,8 (800) 100-24-24,,379391,,,,https://www.vtb.ru/
"пр-кт Новгородский, д. 10, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.806821,30.369282,Банкомат ВТБ,,8 (800) 100-24-24,,379392,,,,https://www.vtb.ru/
"пр-кт Новгородский, д. 10, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.806821,30.369282,Банкомат ВТБ,,8 (800) 100-24-24,,379393,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.543939,30.870371,Банкомат ВТБ,,8 (800) 100-24-24,,379394,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.543939,30.870371,Банкомат ВТБ,,8 (800) 100-24-24,,379395,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.543939,30.870371,Банкомат ВТБ,,8 (800) 100-24-24,,379396,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.543939,30.870371,Банкомат ВТБ,,8 (800) 100-24-24,,379397,,,,https://www.vtb.ru/
"пр-кт Бумажников, д. 44",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,61.779185,50.747834,Банкомат ВТБ,,8 (800) 100-24-24,,379399,,,,https://www.vtb.ru/
"пр-кт Московский, д. 180, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.87617,30.320971,Банкомат ВТБ,,8 (800) 100-24-24,,379400,,,,https://www.vtb.ru/
"пр-кт Московский, д. 180, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.87617,30.320971,Банкомат ВТБ,,8 (800) 100-24-24,,379401,,,,https://www.vtb.ru/
"пр-кт Московский, д. 180, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.87617,30.320971,Банкомат ВТБ,,8 (800) 100-24-24,,379402,,,,https://www.vtb.ru/
"пр-кт Московский, д. 180, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.87617,30.320971,Банкомат ВТБ,,8 (800) 100-24-24,,379403,,,,https://www.vtb.ru/
"пр-кт Металлистов, д. 116, корп. 1, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.971807,30.3951,Банкомат ВТБ,,8 (800) 100-24-24,,379404,,,,https://www.vtb.ru/
"пр-кт Металлистов, д. 116, корп. 1, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.971807,30.3951,Банкомат ВТБ,,8 (800) 100-24-24,,379405,,,,https://www.vtb.ru/
"пр-кт Металлистов, д. 116, корп. 1, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.971807,30.3951,Банкомат ВТБ,,8 (800) 100-24-24,,379406,,,,https://www.vtb.ru/
"пр-кт Металлистов, д. 116, корп. 1, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.971807,30.3951,Банкомат ВТБ,,8 (800) 100-24-24,,379407,,,,https://www.vtb.ru/
"ул. Восстания, д. 1, лит. Б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.932081,30.360344,Банкомат ВТБ,,8 (800) 100-24-24,,379408,,,,https://www.vtb.ru/
"ул. Восстания, д. 1, лит. Б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.932081,30.360344,Банкомат ВТБ,,8 (800) 100-24-24,,379409,,,,https://www.vtb.ru/
"ул. Восстания, д. 1, лит. Б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.932081,30.360344,Банкомат ВТБ,,8 (800) 100-24-24,,379410,,,,https://www.vtb.ru/
"ул. Железнодорожная, д. 89",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.512898,47.480939,Банкомат ВТБ,,8 (800) 100-24-24,,379411,,,,https://www.vtb.ru/
"ул. Железнодорожная, д. 89",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.512898,47.480939,Банкомат ВТБ,,8 (800) 100-24-24,,379412,,,,https://www.vtb.ru/
"ул. Железнодорожная, д. 89",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.512898,47.480939,Банкомат ВТБ,,8 (800) 100-24-24,,379413,,,,https://www.vtb.ru/
"ул. Первомайская, д. 60, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.14737,65.519928,Банкомат ВТБ,,8 (800) 100-24-24,,379414,,,,https://www.vtb.ru/
"ул. Первомайская, д. 60, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.14737,65.519928,Банкомат ВТБ,,8 (800) 100-24-24,,379415,,,,https://www.vtb.ru/
"ул. Красноармейская, д. 65",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.238911,34.346744,Банкомат ВТБ,,8 (800) 100-24-24,,379416,,,,https://www.vtb.ru/
"ул. Красноармейская, д. 65",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.238911,34.346744,Банкомат ВТБ,,8 (800) 100-24-24,,379417,,,,https://www.vtb.ru/
"ул. Красноармейская, д. 65",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.238911,34.346744,Банкомат ВТБ,,8 (800) 100-24-24,,379418,,,,https://www.vtb.ru/
"ул. Богдана Хмельницкого, д. 21",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.258207,61.388854,Банкомат ВТБ,,8 (800) 100-24-24,,379419,,,,https://www.vtb.ru/
"ул. Богдана Хмельницкого, д. 21",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.258207,61.388854,Банкомат ВТБ,,8 (800) 100-24-24,,379420,,,,https://www.vtb.ru/
"ул. Ковалихинская, д. 14/43",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.322834,44.013155,Банкомат ВТБ,,8 (800) 100-24-24,,379421,,,,https://www.vtb.ru/
"ул. Ковалихинская, д. 14/43",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.322834,44.013155,Банкомат ВТБ,,8 (800) 100-24-24,,379422,,,,https://www.vtb.ru/
"ул. Ковалихинская, д. 14/43",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.322834,44.013155,Банкомат ВТБ,,8 (800) 100-24-24,,379423,,,,https://www.vtb.ru/
"ул. Ковалихинская, д. 14/43",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.322834,44.013155,Банкомат ВТБ,,8 (800) 100-24-24,,379424,,,,https://www.vtb.ru/
"ул. Юлиуса Фучика, д. 72",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.755844,49.232358,Банкомат ВТБ,,8 (800) 100-24-24,,379425,,,,https://www.vtb.ru/
"ул. Юлиуса Фучика, д. 72",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.755844,49.232358,Банкомат ВТБ,,8 (800) 100-24-24,,379426,,,,https://www.vtb.ru/
"ул. Юлиуса Фучика, д. 72",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.755844,49.232358,Банкомат ВТБ,,8 (800) 100-24-24,,379427,,,,https://www.vtb.ru/
"ул. Юлиуса Фучика, д. 72",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.755844,49.232358,Банкомат ВТБ,,8 (800) 100-24-24,,379428,,,,https://www.vtb.ru/
"ул. им Рокоссовского, влад. 56",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,48.727474,44.520416,Банкомат ВТБ,,8 (800) 100-24-24,,379429,,,,https://www.vtb.ru/
"ул. им Рокоссовского, влад. 56",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,48.727474,44.520416,Банкомат ВТБ,,8 (800) 100-24-24,,379430,,,,https://www.vtb.ru/
"ул. Советская, д. 79а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.593732,132.814864,Банкомат ВТБ,,8 (800) 100-24-24,,379431,,,,https://www.vtb.ru/
"ул. Советская, д. 79а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.593732,132.814864,Банкомат ВТБ,,8 (800) 100-24-24,,379432,,,,https://www.vtb.ru/
"ул. Авиатриссы Зверевой, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.554396,30.08943,Банкомат ВТБ,,8 (800) 100-24-24,,379433,,,,https://www.vtb.ru/
"пр-кт Санкт-Петербургский, д. 25, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.878848,29.918795,Банкомат ВТБ,,8 (800) 100-24-24,,379434,,,,https://www.vtb.ru/
"ул. Блюхера, д. 55",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.131614,61.369783,Банкомат ВТБ,,8 (800) 100-24-24,,379435,,,,https://www.vtb.ru/
"ул. Блюхера, д. 55",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.131614,61.369783,Банкомат ВТБ,,8 (800) 100-24-24,,379436,,,,https://www.vtb.ru/
"ул. Ленина, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.496319,60.23584,Банкомат ВТБ,,8 (800) 100-24-24,,379437,,,,https://www.vtb.ru/
"ул. Строителей, д. 1, лит. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,67.370497,32.487518,Банкомат ВТБ,,8 (800) 100-24-24,,379438,,,,https://www.vtb.ru/
"ул. Блюхера, д. 55",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.131614,61.369783,Банкомат ВТБ,,8 (800) 100-24-24,,379439,,,,https://www.vtb.ru/
"ул. Циолковского, д. 57",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.805619,60.612863,Банкомат ВТБ,,8 (800) 100-24-24,,379440,,,,https://www.vtb.ru/
"ул. Ленина, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.496319,60.23584,Банкомат ВТБ,,8 (800) 100-24-24,,379441,,,,https://www.vtb.ru/
"пр-кт Маршала Борзова, д. 16",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.581027,39.521839,Банкомат ВТБ,,8 (800) 100-24-24,,379443,,,,https://www.vtb.ru/
"ул. Блюхера, д. 55",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.131614,61.369783,Банкомат ВТБ,,8 (800) 100-24-24,,379444,,,,https://www.vtb.ru/
"пр-кт Маршала Борзова, д. 16",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.581027,39.521839,Банкомат ВТБ,,8 (800) 100-24-24,,379445,,,,https://www.vtb.ru/
"пр-кт Маршала Борзова, д. 16",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.581027,39.521839,Банкомат ВТБ,,8 (800) 100-24-24,,379446,,,,https://www.vtb.ru/
"ул. Ленина, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.496319,60.23584,Банкомат ВТБ,,8 (800) 100-24-24,,379447,,,,https://www.vtb.ru/
"ул. им П.П.Аносова, д. 186",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.200225,59.720341,Банкомат ВТБ,,8 (800) 100-24-24,,379449,,,,https://www.vtb.ru/
"ул. им П.П.Аносова, д. 186",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.200225,59.720341,Банкомат ВТБ,,8 (800) 100-24-24,,379452,,,,https://www.vtb.ru/
"ул. Суворова, д. 17а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.513129,85.023988,Банкомат ВТБ,,8 (800) 100-24-24,,379454,,,,https://www.vtb.ru/
"ул. Суворова, д. 17а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.513129,85.023988,Банкомат ВТБ,,8 (800) 100-24-24,,379455,,,,https://www.vtb.ru/
"ул. Суворова, д. 17а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.513129,85.023988,Банкомат ВТБ,,8 (800) 100-24-24,,379456,,,,https://www.vtb.ru/
"ул. Суворова, д. 17а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.513129,85.023988,Банкомат ВТБ,,8 (800) 100-24-24,,379457,,,,https://www.vtb.ru/
"ул. Бабаевского, д. 62",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.399365,48.095423,Банкомат ВТБ,,8 (800) 100-24-24,,379458,,,,https://www.vtb.ru/
"ул. Бабаевского, д. 62",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.399365,48.095423,Банкомат ВТБ,,8 (800) 100-24-24,,379459,,,,https://www.vtb.ru/
"ул. Бабаевского, д. 62",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.399365,48.095423,Банкомат ВТБ,,8 (800) 100-24-24,,379460,,,,https://www.vtb.ru/
"ул. Бабаевского, д. 62",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.399365,48.095423,Банкомат ВТБ,,8 (800) 100-24-24,,379461,,,,https://www.vtb.ru/
"ул. Советская, д. 79а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.593732,132.814864,Банкомат ВТБ,,8 (800) 100-24-24,,379462,,,,https://www.vtb.ru/
"ул. Советская, д. 79а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.593732,132.814864,Банкомат ВТБ,,8 (800) 100-24-24,,379463,,,,https://www.vtb.ru/
"кв-л 7-й, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.211572,104.091978,Банкомат ВТБ,,8 (800) 100-24-24,,379464,,,,https://www.vtb.ru/
"кв-л 7-й, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.211572,104.091978,Банкомат ВТБ,,8 (800) 100-24-24,,379465,,,,https://www.vtb.ru/
"ул. Ленина, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.33563,36.729794,Банкомат ВТБ,,8 (800) 100-24-24,,379466,,,,https://www.vtb.ru/
"ул. Пятницкая, д. 21, стр. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.742701,37.62864,Банкомат ВТБ,,8 (800) 100-24-24,,379469,,,,https://www.vtb.ru/
"ул. Пятницкая, д. 21, стр. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.742701,37.62864,Банкомат ВТБ,,8 (800) 100-24-24,,379470,,,,https://www.vtb.ru/
"ул. им П.П.Аносова, д. 186",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.200225,59.720341,Банкомат ВТБ,,8 (800) 100-24-24,,379471,,,,https://www.vtb.ru/
"ул. Парковая, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.788337,39.205273,Банкомат ВТБ,,8 (800) 100-24-24,,379472,,,,https://www.vtb.ru/
"ул. Танкистов, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.548838,46.016695,Банкомат ВТБ,,8 (800) 100-24-24,,379473,,,,https://www.vtb.ru/
"ул. Мира, д. 74",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,48.767505,44.807839,Банкомат ВТБ,,8 (800) 100-24-24,,379474,,,,https://www.vtb.ru/
"пр-кт Славы, д. 8",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.113081,61.611259,Банкомат ВТБ,,8 (800) 100-24-24,,379475,,,,https://www.vtb.ru/
"ул. Некрасова, д. 5",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.122617,31.673573,Банкомат ВТБ,,8 (800) 100-24-24,,379476,,,,https://www.vtb.ru/
"ул. Можайского, д. 60, корп. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.819257,35.900991,Банкомат ВТБ,,8 (800) 100-24-24,,379477,,,,https://www.vtb.ru/
"ул. Большая Санкт-Петербургская, д. 130",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,58.565204,31.280102,Банкомат ВТБ,,8 (800) 100-24-24,,379478,,,,https://www.vtb.ru/
"ул. Ломоносова, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,58.531498,31.242974,Банкомат ВТБ,,8 (800) 100-24-24,,379479,,,,https://www.vtb.ru/
